Start Time: 16:33:20,,,,,,,,,,,,,,,,,,
run_preprocessing=True, with: is_hl=True, to_seg=True, seg_len=30, hl_margins=(7, 0) ,,,,,,,,,,,,,
linear_regression, LeaveOneSubjOut, pca7, likeability, True, True,0.076,0.101,-0.008,,linear_regression, LeaveOneSubjOut, pca7, likeability, True, True,0.169,0,0.027
ridge            , LeaveOneSubjOut, pca7, likeability, True, True,0.074,0.112,0.005,,ridge            , LeaveOneSubjOut, pca7, likeability, True, True,0.168,0,0.024
linear_regression, LeaveOneSubjOut, pca8, likeability, True, True,0.073,0.115,-0.01,,linear_regression, LeaveOneSubjOut, pca8, likeability, True, True,0.162,0,0.023
ridge            , LeaveOneSubjOut, pca8, likeability, True, True,0.067,0.15,0.004,,ridge            , LeaveOneSubjOut, pca8, likeability, True, True,0.166,0,0.024
linear_regression, LeaveOneSubjOut, pca9, likeability, True, True,0.061,0.188,-0.017,,linear_regression, LeaveOneSubjOut, pca9, likeability, True, True,0.159,0.001,0.021
ridge            , LeaveOneSubjOut, pca9, likeability, True, True,0.057,0.219,0.001,,ridge            , LeaveOneSubjOut, pca9, likeability, True, True,0.162,0,0.024
linear_regression, LeaveOneSubjOut, pca10, likeability, True, True,0.127,0.006,0.006,,linear_regression, LeaveOneSubjOut, pca10, likeability, True, True,0.162,0,0.021
ridge            , LeaveOneSubjOut, pca10, likeability, True, True,0.136,0.003,0.018,,ridge            , LeaveOneSubjOut, pca10, likeability, True, True,0.163,0,0.024
linear_regression, LeaveOneSubjOut, pca11, likeability, True, True,0.123,0.008,0.002,,linear_regression, LeaveOneSubjOut, pca11, likeability, True, True,0.151,0.001,0.015
ridge            , LeaveOneSubjOut, pca11, likeability, True, True,0.133,0.004,0.017,,ridge            , LeaveOneSubjOut, pca11, likeability, True, True,0.147,0.001,0.021
linear_regression, LeaveOneSubjOut, pca2, rewatch    , True, True,0.165,0,0.027,,linear_regression, LeaveOneSubjOut, pca2, rewatch    , True, True,0.187,0,0.035
ridge            , LeaveOneSubjOut, pca2, rewatch    , True, True,0.163,0,0.023,,ridge            , LeaveOneSubjOut, pca2, rewatch    , True, True,0.189,0,0.029
linear_regression, LeaveOneSubjOut, pca3, rewatch    , True, True,0.188,0,0.035,,linear_regression, LeaveOneSubjOut, pca3, rewatch    , True, True,0.181,0,0.032
ridge            , LeaveOneSubjOut, pca3, rewatch    , True, True,0.181,0,0.028,,ridge            , LeaveOneSubjOut, pca3, rewatch    , True, True,0.183,0,0.028
linear_regression, LeaveOneSubjOut, pca4, rewatch    , True, True,0.184,0,0.033,,linear_regression, LeaveOneSubjOut, pca4, rewatch    , True, True,0.181,0,0.031
ridge            , LeaveOneSubjOut, pca4, rewatch    , True, True,0.18,0,0.029,,ridge            , LeaveOneSubjOut, pca4, rewatch    , True, True,0.186,0,0.03
linear_regression, LeaveOneSubjOut, pca5, rewatch    , True, True,0.168,0,0.025,,linear_regression, LeaveOneSubjOut, pca5, rewatch    , True, True,0.191,0,0.035
ridge            , LeaveOneSubjOut, pca5, rewatch    , True, True,0.167,0,0.026,,ridge            , LeaveOneSubjOut, pca5, rewatch    , True, True,0.197,0,0.033
linear_regression, LeaveOneSubjOut, pca6, rewatch    , True, True,0.154,0.001,0.019,,linear_regression, LeaveOneSubjOut, pca6, rewatch    , True, True,0.214,0,0.045
ridge            , LeaveOneSubjOut, pca6, rewatch    , True, True,0.159,0.001,0.024,,ridge            , LeaveOneSubjOut, pca6, rewatch    , True, True,0.218,0,0.039
linear_regression, LeaveOneSubjOut, pca7, rewatch    , True, True,0.141,0.002,0.013,,linear_regression, LeaveOneSubjOut, pca7, rewatch    , True, True,0.207,0,0.041
ridge            , LeaveOneSubjOut, pca7, rewatch    , True, True,0.144,0.002,0.02,,ridge            , LeaveOneSubjOut, pca7, rewatch    , True, True,0.211,0,0.037
linear_regression, LeaveOneSubjOut, pca8, rewatch    , True, True,0.133,0.004,0.008,,linear_regression, LeaveOneSubjOut, pca8, rewatch    , True, True,0.201,0,0.038
ridge            , LeaveOneSubjOut, pca8, rewatch    , True, True,0.138,0.003,0.019,,ridge            , LeaveOneSubjOut, pca8, rewatch    , True, True,0.205,0,0.036
linear_regression, LeaveOneSubjOut, pca9, rewatch    , True, True,0.121,0.009,0.001,,linear_regression, LeaveOneSubjOut, pca9, rewatch    , True, True,0.197,0,0.036
ridge            , LeaveOneSubjOut, pca9, rewatch    , True, True,0.128,0.006,0.016,,ridge            , LeaveOneSubjOut, pca9, rewatch    , True, True,0.201,0,0.035
linear_regression, LeaveOneSubjOut, pca10, rewatch    , True, True,0.157,0.001,0.016,,linear_regression, LeaveOneSubjOut, pca10, rewatch    , True, True,0.201,0,0.036
ridge            , LeaveOneSubjOut, pca10, rewatch    , True, True,0.165,0,0.027,,ridge            , LeaveOneSubjOut, pca10, rewatch    , True, True,0.202,0,0.036
linear_regression, LeaveOneSubjOut, pca11, rewatch    , True, True,0.156,0.001,0.012,,linear_regression, LeaveOneSubjOut, pca11, rewatch    , True, True,0.184,0,0.027
ridge            , LeaveOneSubjOut, pca11, rewatch    , True, True,0.169,0,0.028,,ridge            , LeaveOneSubjOut, pca11, rewatch    , True, True,0.187,0,0.032
Start Time: 10:28:49,,,,,,,,,,Start Time: 12:13:47,,,,,,,,
run_preprocessing=True, with: is_hl=True, to_seg=True, seg_len=6, hl_margins=(3, 0) ,,,,,run_preprocessing=True, with: is_hl=True, to_seg=True, seg_len=6, hl_margins=(3, 0) ,,,
run_features=True, with: is_hl=True , specific_blendshapes=False ,,,,,,,,run_features=True, with: is_hl=True , specific_blendshapes=True ,,,,,,
linear_regression, LeaveOneClipOutForEachSubject, pca2, valence    , True, True,0.031,0.501,-0.006,,linear_regression, LeaveOneClipOutForEachSubject, pca2, valence    , True, True,0.089,0.053,0.007
ridge            , LeaveOneClipOutForEachSubject, pca2, valence    , True, True,0.035,0.452,0.001,,ridge            , LeaveOneClipOutForEachSubject, pca2, valence    , True, True,0.079,0.088,0.006
linear_regression, LeaveOneClipOutForEachSubject, pca3, valence    , True, True,0.13,0.005,0.013,,linear_regression, LeaveOneClipOutForEachSubject, pca3, valence    , True, True,0.166,0,0.027
ridge            , LeaveOneClipOutForEachSubject, pca3, valence    , True, True,0.121,0.009,0.014,,ridge            , LeaveOneClipOutForEachSubject, pca3, valence    , True, True,0.158,0.001,0.02
linear_regression, LeaveOneClipOutForEachSubject, pca4, valence    , True, True,0.119,0.01,0.008,,linear_regression, LeaveOneClipOutForEachSubject, pca4, valence    , True, True,0.159,0.001,0.024
ridge            , LeaveOneClipOutForEachSubject, pca4, valence    , True, True,0.116,0.012,0.013,,ridge            , LeaveOneClipOutForEachSubject, pca4, valence    , True, True,0.147,0.001,0.019
linear_regression, LeaveOneClipOutForEachSubject, pca5, valence    , True, True,0.111,0.016,0.002,,linear_regression, LeaveOneClipOutForEachSubject, pca5, valence    , True, True,0.159,0.001,0.023
ridge            , LeaveOneClipOutForEachSubject, pca5, valence    , True, True,0.109,0.018,0.012,,ridge            , LeaveOneClipOutForEachSubject, pca5, valence    , True, True,0.15,0.001,0.02
linear_regression, LeaveOneClipOutForEachSubject, pca6, valence    , True, True,0.135,0.003,0.009,,linear_regression, LeaveOneClipOutForEachSubject, pca6, valence    , True, True,0.141,0.002,0.015
ridge            , LeaveOneClipOutForEachSubject, pca6, valence    , True, True,0.13,0.005,0.017,,ridge            , LeaveOneClipOutForEachSubject, pca6, valence    , True, True,0.135,0.004,0.017
linear_regression, LeaveOneClipOutForEachSubject, pca7, valence    , True, True,0.13,0.005,0.004,,linear_regression, LeaveOneClipOutForEachSubject, pca7, valence    , True, True,0.146,0.001,0.015
ridge            , LeaveOneClipOutForEachSubject, pca7, valence    , True, True,0.125,0.007,0.015,,ridge            , LeaveOneClipOutForEachSubject, pca7, valence    , True, True,0.14,0.002,0.019
linear_regression, LeaveOneClipOutForEachSubject, pca8, valence    , True, True,0.121,0.009,-0.001,,linear_regression, LeaveOneClipOutForEachSubject, pca8, valence    , True, True,0.138,0.003,0.009
ridge            , LeaveOneClipOutForEachSubject, pca8, valence    , True, True,0.119,0.01,0.014,,ridge            , LeaveOneClipOutForEachSubject, pca8, valence    , True, True,0.134,0.004,0.017
linear_regression, LeaveOneClipOutForEachSubject, pca9, valence    , True, True,0.133,0.004,0,,linear_regression, LeaveOneClipOutForEachSubject, pca9, valence    , True, True,0.123,0.008,0.001
ridge            , LeaveOneClipOutForEachSubject, pca9, valence    , True, True,0.128,0.006,0.016,,ridge            , LeaveOneClipOutForEachSubject, pca9, valence    , True, True,0.116,0.012,0.013
linear_regression, LeaveOneClipOutForEachSubject, pca10, valence    , True, True,0.123,0.008,-0.008,,linear_regression, LeaveOneClipOutForEachSubject, pca10, valence    , True, True,0.114,0.014,-0.004
ridge            , LeaveOneClipOutForEachSubject, pca10, valence    , True, True,0.122,0.008,0.015,,ridge            , LeaveOneClipOutForEachSubject, pca10, valence    , True, True,0.109,0.018,0.012
linear_regression, LeaveOneClipOutForEachSubject, pca11, valence    , True, True,0.126,0.006,-0.009,,linear_regression, LeaveOneClipOutForEachSubject, pca11, valence    , True, True,0.15,0.001,0.01
ridge            , LeaveOneClipOutForEachSubject, pca11, valence    , True, True,0.128,0.006,0.016,,ridge            , LeaveOneClipOutForEachSubject, pca11, valence    , True, True,0.14,0.002,0.019
linear_regression, LeaveOneClipOutForEachSubject, pca2, arousal    , True, True,0.094,0.042,0.007,,linear_regression, LeaveOneClipOutForEachSubject, pca2, arousal    , True, True,0.07,0.131,0.001
ridge            , LeaveOneClipOutForEachSubject, pca2, arousal    , True, True,0.094,0.042,0.008,,ridge            , LeaveOneClipOutForEachSubject, pca2, arousal    , True, True,0.079,0.088,0.006
linear_regression, LeaveOneClipOutForEachSubject, pca3, arousal    , True, True,0.099,0.032,0.006,,linear_regression, LeaveOneClipOutForEachSubject, pca3, arousal    , True, True,0.124,0.007,0.014
ridge            , LeaveOneClipOutForEachSubject, pca3, arousal    , True, True,0.108,0.02,0.011,,ridge            , LeaveOneClipOutForEachSubject, pca3, arousal    , True, True,0.125,0.007,0.014
linear_regression, LeaveOneClipOutForEachSubject, pca4, arousal    , True, True,0.117,0.012,0.008,,linear_regression, LeaveOneClipOutForEachSubject, pca4, arousal    , True, True,0.107,0.02,0.007
ridge            , LeaveOneClipOutForEachSubject, pca4, arousal    , True, True,0.126,0.006,0.015,,ridge            , LeaveOneClipOutForEachSubject, pca4, arousal    , True, True,0.117,0.012,0.013
linear_regression, LeaveOneClipOutForEachSubject, pca5, arousal    , True, True,0.1,0.03,0.001,,linear_regression, LeaveOneClipOutForEachSubject, pca5, arousal    , True, True,0.13,0.005,0.013
ridge            , LeaveOneClipOutForEachSubject, pca5, arousal    , True, True,0.111,0.017,0.012,,ridge            , LeaveOneClipOutForEachSubject, pca5, arousal    , True, True,0.139,0.003,0.018
linear_regression, LeaveOneClipOutForEachSubject, pca6, arousal    , True, True,0.093,0.044,-0.003,,linear_regression, LeaveOneClipOutForEachSubject, pca6, arousal    , True, True,0.119,0.01,0.007
ridge            , LeaveOneClipOutForEachSubject, pca6, arousal    , True, True,0.102,0.028,0.01,,ridge            , LeaveOneClipOutForEachSubject, pca6, arousal    , True, True,0.128,0.006,0.016
linear_regression, LeaveOneClipOutForEachSubject, pca7, arousal    , True, True,0.097,0.036,-0.004,,linear_regression, LeaveOneClipOutForEachSubject, pca7, arousal    , True, True,0.117,0.011,0.005
ridge            , LeaveOneClipOutForEachSubject, pca7, arousal    , True, True,0.108,0.019,0.012,,ridge            , LeaveOneClipOutForEachSubject, pca7, arousal    , True, True,0.125,0.007,0.015
linear_regression, LeaveOneClipOutForEachSubject, pca8, arousal    , True, True,0.09,0.052,-0.008,,linear_regression, LeaveOneClipOutForEachSubject, pca8, arousal    , True, True,0.111,0.016,0.002
ridge            , LeaveOneClipOutForEachSubject, pca8, arousal    , True, True,0.1,0.03,0.01,,ridge            , LeaveOneClipOutForEachSubject, pca8, arousal    , True, True,0.122,0.008,0.015
linear_regression, LeaveOneClipOutForEachSubject, pca9, arousal    , True, True,0.109,0.019,-0.004,,linear_regression, LeaveOneClipOutForEachSubject, pca9, arousal    , True, True,0.101,0.029,-0.004
ridge            , LeaveOneClipOutForEachSubject, pca9, arousal    , True, True,0.112,0.015,0.013,,ridge            , LeaveOneClipOutForEachSubject, pca9, arousal    , True, True,0.11,0.017,0.012
linear_regression, LeaveOneClipOutForEachSubject, pca10, arousal    , True, True,0.117,0.011,-0.003,,linear_regression, LeaveOneClipOutForEachSubject, pca10, arousal    , True, True,0.088,0.058,-0.011
ridge            , LeaveOneClipOutForEachSubject, pca10, arousal    , True, True,0.12,0.009,0.014,,ridge            , LeaveOneClipOutForEachSubject, pca10, arousal    , True, True,0.099,0.032,0.009
linear_regression, LeaveOneClipOutForEachSubject, pca11, arousal    , True, True,0.109,0.018,-0.008,,linear_regression, LeaveOneClipOutForEachSubject, pca11, arousal    , True, True,0.096,0.038,-0.011
ridge            , LeaveOneClipOutForEachSubject, pca11, arousal    , True, True,0.115,0.013,0.013,,ridge            , LeaveOneClipOutForEachSubject, pca11, arousal    , True, True,0.11,0.018,0.012
linear_regression, LeaveOneClipOutForEachSubject, pca2, likeability, True, True,0.03,0.523,-0.006,,linear_regression, LeaveOneClipOutForEachSubject, pca2, likeability, True, True,0.09,0.052,0.007
ridge            , LeaveOneClipOutForEachSubject, pca2, likeability, True, True,0.033,0.472,0,,ridge            , LeaveOneClipOutForEachSubject, pca2, likeability, True, True,0.083,0.074,0.006
linear_regression, LeaveOneClipOutForEachSubject, pca3, likeability, True, True,0.105,0.023,0.007,,linear_regression, LeaveOneClipOutForEachSubject, pca3, likeability, True, True,0.155,0.001,0.024
ridge            , LeaveOneClipOutForEachSubject, pca3, likeability, True, True,0.094,0.042,0.009,,ridge            , LeaveOneClipOutForEachSubject, pca3, likeability, True, True,0.149,0.001,0.018
linear_regression, LeaveOneClipOutForEachSubject, pca4, likeability, True, True,0.094,0.043,0.002,,linear_regression, LeaveOneClipOutForEachSubject, pca4, likeability, True, True,0.148,0.001,0.02
ridge            , LeaveOneClipOutForEachSubject, pca4, likeability, True, True,0.088,0.057,0.008,,ridge            , LeaveOneClipOutForEachSubject, pca4, likeability, True, True,0.138,0.003,0.017
linear_regression, LeaveOneClipOutForEachSubject, pca5, likeability, True, True,0.089,0.055,-0.004,,linear_regression, LeaveOneClipOutForEachSubject, pca5, likeability, True, True,0.145,0.002,0.018
ridge            , LeaveOneClipOutForEachSubject, pca5, likeability, True, True,0.088,0.056,0.008,,ridge            , LeaveOneClipOutForEachSubject, pca5, likeability, True, True,0.136,0.003,0.017
linear_regression, LeaveOneClipOutForEachSubject, pca6, likeability, True, True,0.105,0.023,-0.002,,linear_regression, LeaveOneClipOutForEachSubject, pca6, likeability, True, True,0.131,0.004,0.012
ridge            , LeaveOneClipOutForEachSubject, pca6, likeability, True, True,0.102,0.027,0.01,,ridge            , LeaveOneClipOutForEachSubject, pca6, likeability, True, True,0.125,0.007,0.015
linear_regression, LeaveOneClipOutForEachSubject, pca7, likeability, True, True,0.089,0.055,-0.011,,linear_regression, LeaveOneClipOutForEachSubject, pca7, likeability, True, True,0.143,0.002,0.014
ridge            , LeaveOneClipOutForEachSubject, pca7, likeability, True, True,0.088,0.058,0.007,,ridge            , LeaveOneClipOutForEachSubject, pca7, likeability, True, True,0.136,0.003,0.018
linear_regression, LeaveOneClipOutForEachSubject, pca8, likeability, True, True,0.078,0.092,-0.018,,linear_regression, LeaveOneClipOutForEachSubject, pca8, likeability, True, True,0.133,0.004,0.006
ridge            , LeaveOneClipOutForEachSubject, pca8, likeability, True, True,0.08,0.085,0.005,,ridge            , LeaveOneClipOutForEachSubject, pca8, likeability, True, True,0.129,0.005,0.016
linear_regression, LeaveOneClipOutForEachSubject, pca9, likeability, True, True,0.083,0.074,-0.02,,linear_regression, LeaveOneClipOutForEachSubject, pca9, likeability, True, True,0.117,0.011,-0.002
ridge            , LeaveOneClipOutForEachSubject, pca9, likeability, True, True,0.081,0.08,0.005,,ridge            , LeaveOneClipOutForEachSubject, pca9, likeability, True, True,0.111,0.016,0.012
linear_regression, LeaveOneClipOutForEachSubject, pca10, likeability, True, True,0.071,0.127,-0.029,,linear_regression, LeaveOneClipOutForEachSubject, pca10, likeability, True, True,0.105,0.023,-0.009
ridge            , LeaveOneClipOutForEachSubject, pca10, likeability, True, True,0.073,0.113,0.003,,ridge            , LeaveOneClipOutForEachSubject, pca10, likeability, True, True,0.098,0.033,0.009
linear_regression, LeaveOneClipOutForEachSubject, pca11, likeability, True, True,0.084,0.069,-0.026,,linear_regression, LeaveOneClipOutForEachSubject, pca11, likeability, True, True,0.127,0.006,-0.001
ridge            , LeaveOneClipOutForEachSubject, pca11, likeability, True, True,0.089,0.053,0.006,,ridge            , LeaveOneClipOutForEachSubject, pca11, likeability, True, True,0.119,0.01,0.014
